FIPSCode,Jurisdiction_Name,State_Abbr,A1a,A1b,A9a,A9b,A9c,A9d,A9e,A9f,A9g
0900374540,SUFFIELD TOWN,CT,9939,9217,479,211,70,1,0,Data not available,186
0900382590,WEST HARTFORD TOWN,CT,46286,41188,1063,223,35,5,1,Data not available,708
0900384900,WETHERSFIELD TOWN,CT,18737,17906,713,314,149,5,0,Data not available,209
0900387000,WINDSOR TOWN,CT,23051,22157,677,221,149,10,0,Data not available,244
0900387070,WINDSOR LOCKS TOWN,CT,8787,8386,282,91,91,1,0,Data not available,78
0900502760,BARKHAMSTED TOWN,CT,2932,2887,101,27,12,0,0,Data not available,52
0900504930,BETHLEHEM TOWN,CT,2840,2819,53,17,18,1,0,Data not available,13
0900508210,BRIDGEWATER TOWN,CT,1348,1342,112,70,8,0,0,Data not available,10
0900510940,CANAAN TOWN,CT,803,712,92,52,7,0,0,Data not available,29
0900516050,COLEBROOK TOWN,CT,1158,1078,61,27,6,0,3,Data not available,13
0900517240,CORNWALL TOWN,CT,1073,1051,99,65,13,0,15,Data not available,6
0900532290,GOSHEN TOWN,CT,2343,2302,120,51,12,0,1,Data not available,39
0900537280,HARWINTON TOWN,CT,4514,4276,142,70,26,0,0,Data not available,41
0900540290,KENT TOWN,CT,2205,2073,166,73,8,0,58,Data not available,19
0900543370,LITCHFIELD TOWN,CT,6287,5905,295,118,74,2,0,Data not available,84
0900549460,MORRIS TOWN,CT,1896,1841,92,51,17,1,0,Data not available,5
0900551350,NEW HARTFORD TOWN,CT,5177,4981,219,91,37,2,0,Data not available,80
0900552630,NEW MILFORD TOWN,CT,17803,17005,1745,182,81,8,1254,Data not available,149
0900553470,NORFOLK TOWN,CT,1204,1153,60,20,14,0,1,Data not available,22
0900554030,NORTH CANAAN TOWN,CT,2366,2366,88,47,31,0,0,Data not available,3
0900560750,PLYMOUTH TOWN,CT,8620,8305,216,55,66,1,0,Data not available,67
0900565930,ROXBURY TOWN,CT,1846,1640,128,36,30,0,5,Data not available,21
0900566420,SALISBURY TOWN,CT,3370,2941,155,61,27,0,2,Data not available,58
0900567960,SHARON TOWN,CT,1883,1692,91,47,22,1,1,Data not available,14
0900575730,THOMASTON TOWN,CT,5284,4934,353,45,56,2,173,Data not available,59
0900576570,TORRINGTON TOWN,CT,21573,20934,929,474,270,20,0,Data not available,156
0900579510,WARREN TOWN,CT,1111,1078,64,33,13,0,0,Data not available,14
0900579720,WASHINGTON TOWN,CT,2589,2567,114,65,12,0,35,Data not available,2
0900580490,WATERTOWN TOWN,CT,14667,14517,2104,266,87,11,1553,Data not available,156
0900586440,WINCHESTER TOWN,CT,7653,6066,225,63,62,1,1,Data not available,84
0900587910,WOODBURY TOWN,CT,7982,7832,179,86,26,1,1,Data not available,49
0900714300,CHESTER TOWN,CT,2917,2711,122,34,30,0,1,Data not available,50
0900715350,CLINTON TOWN,CT,10754,10293,250,123,58,0,1,Data not available,41
0900718080,CROMWELL TOWN,CT,10698,10455,374,206,111,1,0,Data not available,32
0900719130,DEEP RIVER TOWN,CT,3629,3606,74,19,25,0,0,Data not available,19
0900720810,DURHAM TOWN,CT,5640,5333,193,68,31,2,1,Data not available,75
0900722280,EAST HADDAM TOWN,CT,6889,6706,240,81,21,2,0,Data not available,123
0900722490,EAST HAMPTON TOWN,CT,9135,8960,302,77,41,2,0,Data not available,91
0900726270,ESSEX TOWN,CT,5460,5296,218,72,55,2,0,Data not available,75
0900735230,HADDAM TOWN,CT,6476,6199,280,103,53,1,0,Data not available,105
0900740710,KILLINGWORTH TOWN,CT,5060,4761,165,34,35,1,0,Data not available,78
0900747080,MIDDLEFIELD TOWN,CT,3562,3484,96,37,17,0,2,Data not available,24
0900747360,MIDDLETOWN TOWN,CT,29880,27625,1170,352,233,21,0,Data not available,497
0900757320,OLD SAYBROOK TOWN,CT,8899,8756,407,160,77,1,6,Data not available,130
0900761800,PORTLAND TOWN,CT,6662,6435,242,99,57,4,2,Data not available,48
0900781680,WESTBROOK TOWN,CT,5091,4999,710,357,264,0,1,Data not available,70
0900901220,ANSONIA TOWN,CT,10753,9522,486,124,81,13,6,Data not available,138
0900903250,BEACON FALLS TOWN,CT,4632,4469,134,23,30,0,0,Data not available,81
0900904580,BETHANY TOWN,CT,4369,4207,158,69,32,1,0,Data not available,37
0900907310,BRANFORD TOWN,CT,21649,20818,788,63,195,7,0,Data not available,463
0900914160,CHESHIRE TOWN,CT,19847,19185,710,206,156,1,0,Data not available,315
0900919550,DERBY TOWN,CT,7147,6595,308,57,49,6,0,Data not available,99
0900922910,EAST HAVEN TOWN,CT,17802,17668,938,205,257,13,9,Data not available,25
0900934950,GUILFORD TOWN,CT,16616,15701,674,176,133,2,0,Data not available,328
0900935650,HAMDEN TOWN,CT,39351,33814,1283,388,375,21,0,Data not available,431
0900944560,MADISON TOWN,CT,15291,13710,726,179,73,1,2,Data not available,283
0900946520,MERIDEN TOWN,CT,35061,30338,1395,746,305,44,12,Data not available,238
0900946940,MIDDLEBURY TOWN,CT,5856,5740,255,93,51,2,0,Data not available,94
0900947535,MILFORD TOWN,CT,38815,37270,1315,368,337,15,0,Data not available,472
0900949950,NAUGATUCK TOWN,CT,20566,19651,450,143,143,0,2,Data not available,157
0900952070,NEW HAVEN TOWN,CT,85717,59148,2671,1273,404,303,15,Data not available,575
0900953890,NORTH BRANFORD TOWN,CT,10054,9797,372,136,110,5,0,Data not available,80
0900954870,NORTH HAVEN TOWN,CT,17712,17248,558,125,140,9,0,Data not available,248
0900957600,ORANGE TOWN,CT,11337,10407,518,227,96,0,0,Data not available,141
0900958300,OXFORD TOWN,CT,10043,8955,277,129,54,0,0,Data not available,82
0900962290,PROSPECT TOWN,CT,7026,6576,287,66,62,0,5,Data not available,133
0900967610,SEYMOUR TOWN,CT,11403,11099,319,88,72,1,0,Data not available,136
0900969640,SOUTHBURY TOWN,CT,15513,14802,937,308,264,2,26,Data not available,304
0900978740,WALLINGFORD TOWN,CT,29621,28067,1886,356,340,10,785,Data not available,345
0900980070,WATERBURY TOWN,CT,66226,51826,1685,350,636,100,3,Data not available,433
0900982870,WEST HAVEN TOWN,CT,30900,27700,1570,690,479,22,3,Data not available,237
0900987560,WOLCOTT TOWN,CT,12418,12327,364,149,109,7,0,Data not available,68
0900987700,WOODBRIDGE TOWN,CT,7215,6431,381,109,75,1,0,Data not available,158
0901106820,BOZRAH TOWN,CT,1885,1827,89,15,13,1,0,Data not available,20
0901115910,COLCHESTER TOWN,CT,11921,11511,378,155,63,2,0,Data not available,142
0901123400,EAST LYME TOWN,CT,13412,12893,1524,526,198,2,681,Data not available,93
0901129910,FRANKLIN TOWN,CT,1376,1325,46,15,11,0,0,Data not available,14
0901133900,GRISWOLD TOWN,CT,7642,7415,331,167,25,2,10,Data not available,53
0901134250,GROTON TOWN,CT,23063,19403,1401,687,162,8,4,Data not available,339
0901142390,LEBANON TOWN,CT,5111,4730,181,46,36,3,0,Data not available,78
0901142600,LEDYARD TOWN,CT,9602,9065,544,279,57,3,9,Data not available,157
0901143230,LISBON TOWN,CT,2995,2912,96,34,16,0,0,Data not available,35
0901144210,LYME TOWN,CT,1972,1930,181,78,17,1,14,Data not available,59
0901148900,MONTVILLE TOWN,CT,10870,10659,235,123,50,6,2,Data not available,17
0901152350,NEW LONDON TOWN,CT,17859,16335,455,153,173,10,60,Data not available,51
0901155500,NORTH STONINGTON TOWN,CT,4313,4288,198,101,29,0,1,Data not available,34
0901156270,NORWICH TOWN,CT,20947,19289,1121,440,177,17,5,Data not available,214
0901157040,OLD LYME TOWN,CT,6152,5877,240,136,41,1,0,Data not available,53
0901162150,PRESTON TOWN,CT,3497,3093,139,48,9,2,0,Data not available,36
0901166210,SALEM TOWN,CT,2992,2793,145,92,8,1,0,Data not available,36
0901171670,SPRAGUE TOWN,CT,1996,1884,38,7,12,0,0,Data not available,5
0901173770,STONINGTON TOWN,CT,14623,14058,561,231,123,1,0,Data not available,161
0901178600,VOLUNTOWN TOWN,CT,1713,1688,356,39,5,5,256,Data not available,19
0901180280,WATERFORD TOWN,CT,14537,12959,617,232,123,4,0,Data not available,225
0901301080,ANDOVER TOWN,CT,2193,2192,228,74,14,1,136,Data not available,3
0901306260,BOLTON TOWN,CT,3723,3521,127,77,22,1,0,Data not available,16
0901316400,COLUMBIA TOWN,CT,4145,4016,156,57,18,0,9,Data not available,62
0901317800,COVENTRY TOWN,CT,8953,8654,366,74,43,1,103,Data not available,128
0901325360,ELLINGTON TOWN,CT,11183,10221,492,166,63,1,0,Data not available,233
0901337910,HEBRON TOWN,CT,7358,7203,367,156,40,1,60,Data not available,97
0901344910,MANSFIELD TOWN,CT,17093,14986,539,206,61,2,2,Data not available,216
0901369220,SOMERS TOWN,CT,6612,6073,336,180,44,2,0,Data not available,93
0901372090,STAFFORD TOWN,CT,8296,7268,402,135,83,10,50,Data not available,111
0901376290,TOLLAND TOWN,CT,10958,10500,352,140,43,4,1,Data not available,155
0901377830,UNION TOWN,CT,632,630,23,16,6,0,0,Data not available,1
0901378250,VERNON TOWN,CT,18484,17145,860,148,125,5,1,Data not available,540
0901385950,WILLINGTON TOWN,CT,3870,3588,156,70,32,0,0,Data not available,47
0901501430,ASHFORD TOWN,CT,3064,2757,169,40,26,0,0,Data not available,88
0901509190,BROOKLYN TOWN,CT,5786,5686,241,93,50,6,2,Data not available,69
0901512130,CANTERBURY TOWN,CT,3718,3622,138,34,31,0,0,Data not available,63
0901513810,CHAPLIN TOWN,CT,1583,1542,34,15,7,1,0,Data not available,9
0901521860,EASTFORD TOWN,CT,1263,1204,144,100,32,0,0,Data not available,7
0901536000,HAMPTON TOWN,CT,1354,1274,55,10,14,1,0,Data not available,20
0901540500,KILLINGLY TOWN,CT,11443,10926,363,68,97,1,0,Data not available,163
0901559980,PLAINFIELD TOWN,CT,9566,9497,1039,52,66,2,794,Data not available,73
0901561030,POMFRET TOWN,CT,2991,2740,251,59,25,0,87,Data not available,70
0901562710,PUTNAM TOWN,CT,6209,5934,219,66,55,4,0,Data not available,79
0901567400,SCOTLAND TOWN,CT,1275,1274,13,10,1,1,0,Data not available,0
0901573420,STERLING TOWN,CT,2627,2546,78,24,5,1,0,Data not available,39
0901575870,THOMPSON TOWN,CT,6298,6201,376,224,34,0,2,Data not available,58
0901586790,WINDHAM TOWN,CT,13500,11535,513,271,91,34,0,Data not available,62
0901588190,WOODSTOCK TOWN,CT,5909,5576,274,93,40,0,0,Data not available,135
1000100000,KENT COUNTY,DE,123722,118139,8636,2214,2438,374,3339,0,269
1000300000,NEW CASTLE COUNTY,DE,407015,392189,31487,12446,7595,1021,10333,0,87
1000500000,SUSSEX COUNTY,DE,164277,162304,12331,5544,3604,409,2738,0,36
1100100000,DISTRICT OF COLUMBIA,DC,617046,511633,27683,4085,6582,164,10823,Does not apply,Does not apply
1200100000,ALACHUA COUNTY,FL,192565,180934,15537,634,2874,627,10876,6,519
1200300000,BAKER COUNTY,FL,15765,15108,733,0,348,71,242,3,69
1200500000,BAY COUNTY,FL,132971,120851,11111,1246,2861,625,6241,8,0
1200700000,BRADFORD COUNTY,FL,16811,16317,845,57,493,110,181,1,3
1200900000,BREVARD COUNTY,FL,447718,422606,35532,3911,11828,1086,18146,103,443
1201100000,BROWARD COUNTY,FL,1250946,1175328,122747,4618,23109,4374,88831,158,1653
1201300000,CALHOUN COUNTY,FL,8801,8695,430,0,270,39,110,0,5
1201500000,CHARLOTTE COUNTY,FL,142743,134545,10076,1295,4641,280,3476,46,338
1201700000,CITRUS COUNTY,FL,114386,109388,9792,1057,4120,418,4175,22,0
1201900000,CLAY COUNTY,FL,158980,153119,8597,1110,2768,398,3949,6,0
1202100000,COLLIER COUNTY,FL,237988,213664,16606,1430,5670,425,8929,52,0
1202300000,COLUMBIA COUNTY,FL,42138,40375,3030,0,1135,206,1563,9,117
1202700000,DESOTO COUNTY,FL,17533,16735,680,0,548,107,1,1,23
1202900000,DIXIE COUNTY,FL,10128,9670,770,28,355,77,310,0,0
1203100000,DUVAL COUNTY,FL,652426,607386,41263,3725,11733,2395,23317,90,0
1203300000,ESCAMBIA COUNTY,FL,230229,212987,16424,0,4982,1080,6099,27,4001
1203500000,FLAGLER COUNTY,FL,88067,82611,6251,0,2257,233,3266,14,476
1203700000,FRANKLIN COUNTY,FL,8294,7783,389,41,213,37,98,0,0
1203900000,GADSDEN COUNTY,FL,29918,29450,1907,97,675,201,930,1,2
1204100000,GILCHRIST COUNTY,FL,11987,11751,420,38,330,43,9,0,0
1204300000,GLADES COUNTY,FL,7353,6784,592,202,259,28,16,0,86
1204500000,GULF COUNTY,FL,10745,10198,503,43,290,63,106,0,1
1204700000,HAMILTON COUNTY,FL,8200,7727,553,14,255,44,240,0,0
1204900000,HARDEE COUNTY,FL,12242,12239,1730,6,304,55,1351,3,5
1205100000,HENDRY COUNTY,FL,18532,17773,2331,91,392,133,1710,0,4
1205300000,HERNANDO COUNTY,FL,142798,133853,11000,1444,4601,474,4312,46,123
1205500000,HIGHLANDS COUNTY,FL,68787,59272,10381,35,2697,235,6666,16,730
1205700000,HILLSBOROUGH COUNTY,FL,932271,857266,52973,6488,14914,3556,27863,130,5
1205900000,HOLMES COUNTY,FL,11915,10751,870,75,356,84,348,2,5
1206100000,INDIAN RIVER COUNTY,FL,119875,113426,4588,0,3363,344,5,18,835
1206300000,JACKSON COUNTY,FL,29975,27996,2065,173,815,143,931,3,0
1206500000,JEFFERSON COUNTY,FL,9929,9791,488,0,241,47,174,0,26
1206700000,LAFAYETTE COUNTY,FL,4581,4356,168,0,137,20,0,0,11
1206900000,LAKE COUNTY,FL,246461,236078,23918,741,6427,549,16052,51,95
1207100000,LEE COUNTY,FL,501808,446273,32631,0,11625,1270,15606,91,3920
1207300000,LEON COUNTY,FL,219524,213195,14246,0,2897,2576,7218,23,1531
1207500000,LEVY COUNTY,FL,29319,27859,1303,0,867,122,234,1,78
1207700000,LIBERTY COUNTY,FL,4640,4374,751,462,189,56,15,0,29
1207900000,MADISON COUNTY,FL,12303,11840,830,22,282,74,452,0,0
1208100000,MANATEE COUNTY,FL,257798,245088,19560,0,6342,609,9897,35,2671
1208300000,MARION COUNTY,FL,255715,243088,22532,323,8158,865,13100,60,Data not available
1208500000,MARTIN COUNTY,FL,120939,114132,12163,719,3425,303,7616,13,65
1208600000,MIAMI-DADE COUNTY,FL,1496697,1428856,80797,4419,26074,3138,46280,254,532
1208700000,MONROE COUNTY,FL,62143,53869,6034,1201,1158,237,3260,6,171
1208900000,NASSAU COUNTY,FL,68696,66798,2698,342,1424,179,718,3,0
1209100000,OKALOOSA COUNTY,FL,154578,135563,16438,871,2678,436,12439,13,0
1209300000,OKEECHOBEE COUNTY,FL,22237,20552,1102,52,642,115,253,3,37
1209500000,ORANGE COUNTY,FL,879836,798373,51825,8627,11149,4004,27667,106,269
1209700000,OSCEOLA COUNTY,FL,236525,218754,15021,0,3065,704,10201,26,996
1209900000,PALM BEACH COUNTY,FL,950443,933572,113645,9294,23792,2481,77946,103,0
1210100000,PASCO COUNTY,FL,372236,351949,30392,3469,9816,1013,16047,42,0
1210300000,PINELLAS COUNTY,FL,716401,666876,53259,0,18893,2926,26116,110,5198
1210500000,POLK COUNTY,FL,449358,417217,29275,0,10222,1768,14069,84,3068
1210700000,PUTNAM COUNTY,FL,49619,47218,2685,0,1487,301,713,9,175
1210900000,ST. JOHNS COUNTY,FL,197197,187125,12544,1515,3415,372,6320,22,898
1211100000,ST. LUCIE COUNTY,FL,213691,203131,14956,0,5085,1094,7545,15,1211
1211300000,SANTA ROSA COUNTY,FL,148188,132357,6162,1327,2511,507,1637,16,162
1211500000,SARASOTA COUNTY,FL,323612,318384,29440,2832,9551,714,16268,74,0
1211700000,SEMINOLE COUNTY,FL,313387,303668,18116,1680,5126,568,10697,44,0
1211900000,SUMTER COUNTY,FL,100292,96497,6201,912,3439,180,1433,21,176
1212100000,SUWANNEE COUNTY,FL,27136,25813,1126,0,900,152,0,3,71
1212300000,TAYLOR COUNTY,FL,12961,12142,911,84,377,91,358,1,0
1212500000,UNION COUNTY,FL,7412,7396,412,0,172,78,143,0,18
1212700000,VOLUSIA COUNTY,FL,398642,382408,30021,2068,11185,1333,14953,30,452
1212900000,WAKULLA COUNTY,FL,21542,20810,828,77,425,55,263,1,7
1213100000,WALTON COUNTY,FL,51586,50263,2293,0,1183,158,379,5,568
1213300000,WASHINGTON COUNTY,FL,16203,15817,1017,0,466,111,414,3,23
1300100000,APPLING COUNTY,GA,11314,10616,1592,19,337,255,751,0,0
1300300000,ATKINSON COUNTY,GA,4467,4261,647,15,169,56,247,0,0
1300500000,BACON COUNTY,GA,6412,6033,804,13,214,106,389,0,3
1300700000,BAKER COUNTY,GA,2221,2081,185,1,68,29,30,0,0
1300900000,BALDWIN COUNTY,GA,24760,23435,2826,28,771,246,1632,0,5
1301100000,BANKS COUNTY,GA,11322,10816,1157,5,267,119,691,0,1
1301300000,BARROW COUNTY,GA,50158,47511,5936,153,1000,886,3690,0,15
1301500000,BARTOW COUNTY,GA,69045,64176,8633,71,1322,1190,5685,1,12
1301700000,BEN HILL COUNTY,GA,9797,9274,1442,10,297,156,787,0,1
1301900000,BERRIEN COUNTY,GA,11032,10251,1714,5,349,166,1027,0,2
1302100000,BIBB COUNTY,GA,106025,100148,11549,115,2691,1155,5950,0,17
1302300000,BLECKLEY COUNTY,GA,7275,6960,764,26,220,79,352,0,1
1302500000,BRANTLEY COUNTY,GA,10628,9993,1484,5,326,145,857,0,2
1302700000,BROOKS COUNTY,GA,10587,9993,1364,32,333,226,618,0,3
1302900000,BRYAN COUNTY,GA,28586,25744,3328,49,398,244,2343,0,3
1303100000,BULLOCH COUNTY,GA,43716,40365,5216,51,823,390,3838,0,6
1303300000,BURKE COUNTY,GA,15287,14472,1837,22,407,221,1034,0,1
1303500000,BUTTS COUNTY,GA,15976,15297,1887,30,413,432,800,0,1
1303700000,CALHOUN COUNTY,GA,3146,2985,261,1,105,8,115,0,2
1303900000,CAMDEN COUNTY,GA,36333,31694,5630,397,477,385,4046,0,29
1304300000,CANDLER COUNTY,GA,5924,5589,808,5,193,92,461,0,0
1304500000,CARROLL COUNTY,GA,77726,72994,8762,101,1657,1381,5107,1,13
1304700000,CATOOSA COUNTY,GA,44337,40526,6761,210,836,384,5032,2,7
1304900000,CHARLTON COUNTY,GA,6757,6071,596,12,181,56,302,0,2
1305100000,CHATHAM COUNTY,GA,202358,188560,29986,1030,3953,2180,20739,1,229
1305300000,CHATTAHOOCHEE COUNTY,GA,3967,3136,1137,9,65,30,979,0,1
1305500000,CHATTOOGA COUNTY,GA,13528,12580,2229,7,495,398,1244,0,5
1305700000,CHEROKEE COUNTY,GA,177701,165704,14170,339,2371,888,10060,1,35
1305900000,CLARKE COUNTY,GA,79087,70746,10453,157,1335,1176,7059,0,38
1306100000,CLAY COUNTY,GA,1932,1865,280,21,83,36,62,0,0
1306300000,CLAYTON COUNTY,GA,185452,170337,22395,42,2822,1001,15208,1,20
1306500000,CLINCH COUNTY,GA,4123,3888,640,0,131,91,266,0,1
1306700000,COBB COUNTY,GA,525544,487374,50514,924,6932,2900,35408,0,1699
1306900000,COFFEE COUNTY,GA,23503,21945,3100,56,673,232,1876,0,2
1307100000,COLQUITT COUNTY,GA,23575,21978,3691,14,700,348,2373,0,1
1307300000,COLUMBIA COUNTY,GA,105030,95783,12977,272,1595,402,10004,1,102
1307500000,COOK COUNTY,GA,10054,9426,1288,17,300,144,747,0,2
1307700000,COWETA COUNTY,GA,98506,91658,10209,275,1656,841,6914,13,14
1307900000,CRAWFORD COUNTY,GA,8064,7513,889,2,240,60,538,0,1
1308100000,CRISP COUNTY,GA,12452,11691,1486,6,231,134,1049,0,0
1308300000,DADE COUNTY,GA,11449,10507,1747,30,193,72,1364,0,1
1308500000,DAWSON COUNTY,GA,19356,18292,1471,51,418,238,666,0,5
1308700000,DECATUR COUNTY,GA,16520,15218,2683,27,539,214,1692,0,4
1308900000,DEKALB COUNTY,GA,537746,495898,58235,746,7480,1824,42955,0,86
1309100000,DODGE COUNTY,GA,11053,10530,1246,1,97,145,842,0,1
1309300000,DOOLY COUNTY,GA,5999,5687,769,8,194,82,404,0,1
1309500000,DOUGHERTY COUNTY,GA,63516,57915,9564,50,1547,1680,5123,1,1
1309700000,DOUGLAS COUNTY,GA,97948,89201,10606,138,1439,1347,6700,0,19
1309900000,EARLY COUNTY,GA,7467,7007,915,18,195,99,548,0,0
1310100000,ECHOLS COUNTY,GA,2065,1971,257,3,43,23,140,0,0
1310300000,EFFINGHAM COUNTY,GA,41485,38174,4356,72,721,370,2997,1,12
1310500000,ELBERT COUNTY,GA,11925,11137,1529,11,412,96,937,0,0
1310700000,EMANUEL COUNTY,GA,13056,12336,1955,22,462,255,1013,0,1
1310900000,EVANS COUNTY,GA,5832,5579,716,4,190,82,385,0,3
1311100000,FANNIN COUNTY,GA,18619,17363,2567,61,613,251,1457,1,8
1311300000,FAYETTE COUNTY,GA,88804,83823,9390,233,1376,400,6854,0,12
1311500000,FLOYD COUNTY,GA,56751,52517,7565,83,1587,758,4575,0,7
1311700000,FORSYTH COUNTY,GA,152908,143809,11189,670,1702,599,7639,0,25
1311900000,FRANKLIN COUNTY,GA,13943,13072,1622,24,509,162,875,0,4
1312100000,FULTON COUNTY,GA,769947,705163,94180,316,11009,8638,63199,1,12
1312300000,GILMER COUNTY,GA,20480,19054,2482,57,577,254,1473,0,14
1312500000,GLASCOCK COUNTY,GA,1938,1844,170,1,61,23,69,0,0
1312700000,GLYNN COUNTY,GA,60772,54320,7796,22,1362,738,5004,0,7
1312900000,GORDON COUNTY,GA,31969,30101,4281,54,756,598,2585,2,12
1313100000,GRADY COUNTY,GA,14713,13550,2203,11,407,161,1499,0,0
1313300000,GREENE COUNTY,GA,12965,12108,1346,108,263,158,668,0,29
1313500000,GWINNETT COUNTY,GA,562545,526310,54328,1141,6228,3932,38922,0,95
1313700000,HABERSHAM COUNTY,GA,26273,24738,3038,59,649,446,1632,0,3
1313900000,HALL COUNTY,GA,120897,114926,11517,98,2243,589,7577,0,7
1314100000,HANCOCK COUNTY,GA,5787,5581,865,1,200,84,304,0,1
1314300000,HARALSON COUNTY,GA,19004,17929,2361,24,544,368,1226,0,3
1314500000,HARRIS COUNTY,GA,24629,22907,2787,74,511,162,1888,0,0
1314700000,HART COUNTY,GA,15646,14719,1962,44,419,143,1215,0,2
1314900000,HEARD COUNTY,GA,7093,6690,968,9,230,77,649,0,1
1315100000,HENRY COUNTY,GA,165735,154672,15767,198,2290,1423,10598,0,23
1315300000,HOUSTON COUNTY,GA,102504,94044,13126,148,1932,898,9270,1,13
1315500000,IRWIN COUNTY,GA,5600,5294,674,1,173,51,243,1,0
1315700000,JACKSON COUNTY,GA,46224,42436,4291,105,930,825,2116,0,1
1315900000,JASPER COUNTY,GA,9554,9040,1037,6,231,119,583,0,4
1316100000,JEFF DAVIS COUNTY,GA,8325,7587,1238,6,284,165,666,0,0
1316300000,JEFFERSON COUNTY,GA,10844,10352,1343,11,333,142,741,0,2
1316500000,JENKINS COUNTY,GA,5107,4691,650,2,172,89,333,0,0
1316700000,JOHNSON COUNTY,GA,5296,5065,603,4,177,50,304,0,0
1316900000,JONES COUNTY,GA,19165,18212,2021,21,402,354,1076,0,3
1317100000,LAMAR COUNTY,GA,11950,11290,1533,26,346,131,905,0,1
1317300000,LANIER COUNTY,GA,5645,5052,721,21,161,79,367,1,2
1317500000,LAURENS COUNTY,GA,29943,28824,2110,7,411,354,1052,0,1
1317700000,LEE COUNTY,GA,22961,21040,2394,65,365,256,1496,0,2
1317900000,LIBERTY COUNTY,GA,36224,31111,5560,90,530,134,4396,0,9
1318100000,LINCOLN COUNTY,GA,6040,5760,653,7,190,62,347,0,1
1318300000,LONG COUNTY,GA,8699,7637,1368,8,165,34,967,0,1
1318500000,LOWNDES COUNTY,GA,73208,67577,9333,113,1394,1862,5122,0,18
1318700000,LUMPKIN COUNTY,GA,21000,19573,2035,33,489,296,1061,0,23
1318900000,MCDUFFIE COUNTY,GA,14598,13661,2026,72,410,112,1192,0,5
1319100000,MCINTOSH COUNTY,GA,9468,8878,1009,10,287,192,349,1,6
1319300000,MACON COUNTY,GA,6946,6605,918,0,247,11,578,0,1
1319500000,MADISON COUNTY,GA,18812,18029,1965,8,482,254,1037,0,34
1319700000,MARION COUNTY,GA,4871,4475,671,27,171,94,324,0,0
1319900000,MERIWETHER COUNTY,GA,14567,13711,1922,5,479,235,1116,0,0
1320100000,MILLER COUNTY,GA,4101,3821,406,3,128,3,241,0,3
1320500000,MITCHELL COUNTY,GA,13227,12473,1910,15,422,276,1021,0,0
1320700000,MONROE COUNTY,GA,19553,18746,1930,19,501,267,1007,0,7
1320900000,MONTGOMERY COUNTY,GA,5455,5150,529,12,176,52,234,0,0
1321100000,MORGAN COUNTY,GA,13583,13109,1179,15,319,171,517,6,74
1321300000,MURRAY COUNTY,GA,20678,19179,2905,36,517,347,1839,0,3
1321500000,MUSCOGEE COUNTY,GA,127080,114529,19943,249,2991,1563,13851,1,7
1321700000,NEWTON COUNTY,GA,74679,69873,7703,69,1288,574,5342,0,23
1321900000,OCONEE COUNTY,GA,29415,27564,2102,71,413,143,1372,0,4
1322100000,OGLETHORPE COUNTY,GA,9865,9479,1085,24,241,128,622,0,10
1322300000,PAULDING COUNTY,GA,109747,99364,8128,139,1198,501,5930,1,13
1322500000,PEACH COUNTY,GA,17815,16732,2280,3,490,188,1447,0,0
1322700000,PICKENS COUNTY,GA,22577,21154,2114,29,549,195,1333,0,2
1322900000,PIERCE COUNTY,GA,11696,10871,1428,5,280,198,722,0,1
1323100000,PIKE COUNTY,GA,12788,12219,1174,16,298,123,660,0,0
1323300000,POLK COUNTY,GA,22425,20999,3079,24,751,256,1816,1,1
